,Código do componente,Nome do componente,Link do componente,Docente,Horário,Local da aula,Carga horária,Tamanho da turma
4835,FCE0337,"INFORMAÇÃO, EDUCAÇÃO E COMUNICAÇÃO EM SAÚDE",,LARISSA GRANDI VAITSMAN BASTOS,Segunda-feira 12:00 às 13:50Quarta-feira 12:00 às 13:50  , A1 48/53,60h,45
4836,FCE0338,TECNOLOGIAS DE GERENCIAMENTO E GESTÃO EM SAÚDE,,CARLA PINTAS MARQUES,Terça-feira 16:00 às 19:50  , A1 42/10,60h,50
4837,FCE0340,TRABALHO DE CONCLUSÃO DE CURSO EM SAÚDE COLETIVA 1,,MARIA INEZ MONTAGNER,Sábado 10:00 às 15:50  , LABORATORIO DE SC (LAPIS),90h,25
4838,FCE0342,ESTÁGIO SUPERVISIONADO EM SAÚDE COLETIVA 2,,PRISCILA ALMEIDA ANDRADE,Segunda-feira 14:00 às 17:50Quarta-feira 14:00 às 17:50Sexta-feira 14:00 às 15:50  , a definir,75h,30
4839,FCE0342,ESTÁGIO SUPERVISIONADO EM SAÚDE COLETIVA 2,,CARLA PINTAS MARQUES,Segunda-feira 14:00 às 17:50Quarta-feira 14:00 às 17:50Sexta-feira 14:00 às 15:50  , a definir,75h,30
4840,FCE0342,ESTÁGIO SUPERVISIONADO EM SAÚDE COLETIVA 2,,MARIANA SODARIO CRUZ,Segunda-feira 08:00 às 11:50Quarta-feira 08:00 às 11:50Sexta-feira 08:00 às 09:50  , a definir,75h,30
4841,FCE0342,ESTÁGIO SUPERVISIONADO EM SAÚDE COLETIVA 2,,PRISCILA ALMEIDA ANDRADE,Segunda-feira 08:00 às 11:50Quarta-feira 08:00 às 11:50Sexta-feira 08:00 às 09:50  , a definir,75h,30
4842,FCE0348,ESTÁGIO SUPERVISIONADO EM SAÚDE COLETIVA 3,,JOSE ANTONIO ITURRI DE LA MATA,Segunda-feira 08:00 às 11:50Terça-feira 08:00 às 11:50Sexta-feira 08:00 às 09:50  , presencial,50h,20
4843,FCE0348,ESTÁGIO SUPERVISIONADO EM SAÚDE COLETIVA 3,,WALTER MASSA RAMALHO,Segunda-feira 08:00 às 11:50Terça-feira 08:00 às 11:50Sexta-feira 08:00 às 09:50  , presencial,50h,20
4844,FCE0348,ESTÁGIO SUPERVISIONADO EM SAÚDE COLETIVA 3,,VANESSA RESENDE NOGUEIRA CRUVINEL,Segunda-feira 08:00 às 11:50Terça-feira 08:00 às 11:50Sexta-feira 08:00 às 09:50  , presencial,50h,20
4845,FCE0348,ESTÁGIO SUPERVISIONADO EM SAÚDE COLETIVA 3,,VANESSA RESENDE NOGUEIRA CRUVINEL,Segunda-feira 14:00 às 17:50Terça-feira 14:00 às 17:50Sexta-feira 14:00 às 15:50  , a definir,50h,10
4846,FCE0348,ESTÁGIO SUPERVISIONADO EM SAÚDE COLETIVA 3,,WALTER MASSA RAMALHO,Segunda-feira 14:00 às 17:50Terça-feira 14:00 às 17:50Sexta-feira 14:00 às 15:50  , a definir,50h,10
4847,FCE0348,ESTÁGIO SUPERVISIONADO EM SAÚDE COLETIVA 3,,MARIA INEZ MONTAGNER,Segunda-feira 14:00 às 17:50Terça-feira 14:00 às 17:50Sexta-feira 14:00 às 15:50  , a definir,50h,10
4848,FCE0349,TÓPICOS ESPECIAIS EM SAÚDE COLETIVA 3,,SILVIA BADIM MARQUES,Quinta-feira 16:00 às 17:50  , Multiuso 1,30h,20
4849,FCE0350,TÓPICOS ESPECIAIS EM SAÚDE COLETIVA 4,,SILVIA BADIM MARQUES,Terça-feira 16:00 às 17:50  , Multiuso,30h,20
4850,FCE0353,QUÍMICA EXPERIMENTAL,,MARIA HOSANA CONCEICAO,Quarta-feira 08:00 às 11:50  , UED AT 08/17,60h,20
4851,FCE0354,TERAPIA OCUPACIONAL BASEADA EM EVIDÊNCIAS 3,,DANIELA DA SILVA RODRIGUES,Quinta-feira 10:00 às 11:50  , AT 42/50,30h,50
4852,FCE0356,TERAPIA OCUPACIONAL NA ATENÇÃO BÁSICA: INTERVENÇÃO,,JOSENAIDE ENGRACIA DOS SANTOS,Sexta-feira 08:00 às 11:50  , Laboratório de Atividades  Expressivas e Recursos,60h,12
4853,FCE0356,TERAPIA OCUPACIONAL NA ATENÇÃO BÁSICA: INTERVENÇÃO,,GRASIELLE SILVEIRA TAVARES PAULIN,Sexta-feira 08:00 às 11:50  , Laboratório de Atividades  Expressivas e Recursos,60h,12
4854,FCE0356,TERAPIA OCUPACIONAL NA ATENÇÃO BÁSICA: INTERVENÇÃO,,CAROLINA CANGEMI GREGORUTTI,Sexta-feira 08:00 às 11:50  , Laboratório de Atividades  Expressivas e Recursos,60h,12
4855,FCE0357,TERAPIA OCUPACIONAL NA ATENÇÃO DE MÉDIA COMPLEXIDADE: INTERVENÇÃO,,YULLE XIMENDE RODRIGUES,Quarta-feira 08:00 às 11:50  , AT 42/50,60h,18
4856,FCE0357,TERAPIA OCUPACIONAL NA ATENÇÃO DE MÉDIA COMPLEXIDADE: INTERVENÇÃO,,JULIANA VALERIA DE MELO,Quarta-feira 08:00 às 11:50  , AT 42/50,60h,18
4857,FCE0358,TERAPIA OCUPACIONAL NA ATENÇÃO DE ALTA COMPLEXIDADE: INTERVENÇÃO,,MARIA DE NAZARETH RODRIGUES MALCHER DE OLIVEIRA SILVA,Quarta-feira 16:00 às 17:50  , Laboratório de Atividades Expressivas e Recursos,30h,12
4858,FCE0358,TERAPIA OCUPACIONAL NA ATENÇÃO DE ALTA COMPLEXIDADE: INTERVENÇÃO,,MARIA DE NAZARETH RODRIGUES MALCHER DE OLIVEIRA SILVA,Quarta-feira 16:00 às 17:50  , Laboratório de Atividades Expressivas e Recursos,30h,12
4859,FCE0359,TERAPIA OCUPACIONAL NO PROCESSO DE REABILITAÇÃO: INTERVENÇÃO,,IONEIDE DE OLIVEIRA CAMPOS,Segunda-feira 08:00 às 11:50  , A1 42/30,60h,12
4860,FCE0359,TERAPIA OCUPACIONAL NO PROCESSO DE REABILITAÇÃO: INTERVENÇÃO,,TAMARA ARAUJO ROCHA NUNES,Segunda-feira 08:00 às 11:50  , A1 42/30,60h,12
4861,FCE0359,TERAPIA OCUPACIONAL NO PROCESSO DE REABILITAÇÃO: INTERVENÇÃO,,YULLE XIMENDE RODRIGUES,Segunda-feira 08:00 às 11:50  , A1 42/30,60h,12
4862,FCE0361,TERAPIA OCUPACIONAL NA GESTÃO DE SAÚDE,,MAGNO NUNES FARIAS,Sexta-feira 10:55 às 12:55  , AT 42/50,15h,50
4863,FCE0361,TERAPIA OCUPACIONAL NA GESTÃO DE SAÚDE,,JULIANA VALERIA DE MELO,Sexta-feira 10:55 às 12:55  , AT 42/50,15h,50
4864,FCE0362,CUIDADO INTEGRAL A SAÚDE DO ADULTO E IDOSO,,TAYSE TAMARA DA PAIXAO DUARTE,Quarta-feira 10:00 às 11:50Quinta-feira 08:00 às 11:50  , quarta A1 42/60 e quinta A1 48/53,45h,50
4865,FCE0362,CUIDADO INTEGRAL A SAÚDE DO ADULTO E IDOSO,,LUCIANO RAMOS DE LIMA,Quarta-feira 10:00 às 11:50Quinta-feira 08:00 às 11:50  , quarta A1 42/60 e quinta A1 48/53,45h,50
4866,FCE0363,CUIDADO DE ENFERMAGEM PSICOSSOCIAL EM SAÚDE MENTAL,,DIANE MARIA SCHERER KUHN LAGO,Quinta-feira 14:00 às 17:50  , A1 48/53,30h,63
4867,FCE0363,CUIDADO DE ENFERMAGEM PSICOSSOCIAL EM SAÚDE MENTAL,,ANA CLAUDIA AFONSO VALLADARES TORRES,Quinta-feira 14:00 às 17:50  , A1 48/53,30h,63
4868,FCE0365,"ÉTICA, BIOÉTICA E LEGISLAÇÃO",,DIANE MARIA SCHERER KUHN LAGO,Quinta-feira 12:00 às 13:50  , A1 48/53,30h,50
4869,FCE0366,INTERPRETAÇÃO DOS SINAS E SINTOMAS NA PRÁTICA CLÍNICA,,PRISCILLA ROBERTA SILVA ROCHA,Segunda-feira 12:00 às 13:50  , A1 42/60,15h,30
4870,FCE0366,INTERPRETAÇÃO DOS SINAS E SINTOMAS NA PRÁTICA CLÍNICA,,KATARINNE LIMA MORAES,Segunda-feira 12:00 às 13:50  , A1 42/60,15h,30
4871,FCE0367,BIOQUÍMICA CLÍNICA,,EDUARDO ANTONIO FERREIRA,Quarta-feira 08:00 às 09:50Quarta-feira 14:00 às 15:50  , UAC A1 42/13  e UAC AT 11/63,60h,25
4872,FCE0367,BIOQUÍMICA CLÍNICA,,EDUARDO ANTONIO FERREIRA,Quarta-feira 08:00 às 09:50Quarta-feira 16:00 às 17:50  , UAC A1 42/13  e UAC AT 11/63,60h,25
4873,FCE0368,FARMÁCIA HOSPITALAR,,EMILIA VITORIA DA SILVA,Terça-feira 14:00 às 17:50  , HUB,60h,50
4874,FCE0369,FARMACOTÉCNICA 2,,CAMILA ALVES AREDA,Segunda-feira 08:00 às 09:50Segunda-feira 14:00 às 15:50  , UAC A1 48/20 UED AT 29/15,60h,20
4875,FCE0369,FARMACOTÉCNICA 2,,CAMILA ALVES AREDA,Segunda-feira 10:00 às 11:50Segunda-feira 14:00 às 15:50  , UAC A1 48/20 UED AT 29/15,60h,20
4876,FCE0370,FARMACOLOGIA CLÍNICA,,FABIANE HIRATSUKA VEIGA,Quarta-feira 16:00 às 17:50Sexta-feira 14:00 às 15:50  , UAC A1 42/13,60h,50
4877,FCE0372,TOXICOLOGIA APLICADA A FARMÁCIA,,VIVIAN DA SILVA SANTOS,Terça-feira 10:00 às 11:50Quinta-feira 14:00 às 15:50  , UAC A1 48/20,60h,50
4878,FCE0373,CONTROLE DA QUALIDADE MICROBIOLÓGICO,,DANIELA CASTILHO ORSI,Segunda-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50  , UAC A1 42/13 UED AT 29/17,60h,16
4879,FCE0373,CONTROLE DA QUALIDADE MICROBIOLÓGICO,,DANIELA CASTILHO ORSI,Segunda-feira 16:00 às 17:50Sexta-feira 14:00 às 15:50  , UAC A1 42/13 UED AT 29/17,60h,17
4880,FCE0373,CONTROLE DA QUALIDADE MICROBIOLÓGICO,,DANIELA CASTILHO ORSI,Segunda-feira 16:00 às 17:50Sexta-feira 16:00 às 17:50  , UAC A1 42/13 e UED AT 29/17,60h,17
4881,FCE0374,MORTE NO CONTEXTO HUMANO,,ADRIANA MARIA DUARTE,Segunda-feira 14:00 às 15:50  , A1 42/33,15h,30
4882,FCE0374,MORTE NO CONTEXTO HUMANO,,JANAINA MEIRELLES SOUSA,Segunda-feira 14:00 às 15:50  , A1 42/33,15h,30
4883,FCE0379,TRABALHO DE CONCLUSÃO DE CURSO EM TERAPIA OCUPACIONAL 1,,RAFAEL GARCIA BARREIRO,Sexta-feira 08:00 às 09:50  , A1 42/13,30h,50
4884,FCE0381,FARMÁCIA CLÍNICA E ATENÇÃO FARMACÊUTICA,,MARGO GOMES DE OLIVEIRA KARNIKOWSKI,Quinta-feira 16:00 às 17:50  , UAC A1 48/20,30h,50
4885,FCE0382,PESQUISA EM GERONTOLOGIA,,OTAVIO DE TOLEDO NOBREGA,Sábado 14:00 às 15:50  , A DESIGNAR,30h,1
4886,FCE0382,PESQUISA EM GERONTOLOGIA,,CAMILA ALVES AREDA,Sábado 10:00 às 11:50  , A DEFINIR,30h,10
4887,FCE0382,PESQUISA EM GERONTOLOGIA,,MARGO GOMES DE OLIVEIRA KARNIKOWSKI,Sábado 10:00 às 11:50  , A DEFINIR,30h,10
4888,FCE0388,GERENCIAMENTO DO CUIDADO EM SAÚDE,,SILVANA SCHWERZ FUNGHETTO,Terça-feira 14:00 às 17:50  , A1 42/60,30h,50
4889,FCE0388,GERENCIAMENTO DO CUIDADO EM SAÚDE,,TANIA CRISTINA MORAIS SANTA BARBARA REHEM,Terça-feira 14:00 às 17:50  , A1 42/60,30h,50
4890,FCE0392,LESÃO RENAL AGUDA NA PRÁTICA CLÍNICA,,TAYSE TAMARA DA PAIXAO DUARTE,Quinta-feira 14:00 às 14:55Quinta-feira 16:55 às 17:50  , A1 42/60,15h,35
4891,FCE0392,LESÃO RENAL AGUDA NA PRÁTICA CLÍNICA,,MARCIA CRISTINA DA SILVA MAGRO,Quinta-feira 14:00 às 14:55Quinta-feira 16:55 às 17:50  , A1 42/60,15h,35
4892,FCE0397,PROCESSO DE CUIDAR EM ENFERMAGEM,,DANIELLE DA SILVA FERNANDES,Terça-feira 10:00 às 11:50  , A1 48/53,15h,50
4893,FCE0397,PROCESSO DE CUIDAR EM ENFERMAGEM,,CRIS RENATA GROU VOLPE,Terça-feira 10:00 às 11:50  , A1 48/53,15h,50
4894,FCE0398,MICROBIOLOGIA CLÍNICA,,THAIS ALVES DA COSTA LAMOUNIER,Quinta-feira 08:00 às 11:50  , UAC A1 42/13 UAC AT 11/63,60h,25
4895,FCE0398,MICROBIOLOGIA CLÍNICA,,THAIS ALVES DA COSTA LAMOUNIER,Quinta-feira 08:00 às 09:50Quinta-feira 14:00 às 15:50  , UAC A1 42/13 UAC AT 11/63,60h,25
4896,FCE0399,ECONOMIA E GESTÃO FARMACÊUTICA,,CAMILA ALVES AREDA,Quarta-feira 14:00 às 15:50  , UAC A1 42/13,30h,45
4897,FCE0402,TECNOLOGIA APLICADA À FARMÁCIA,,LIVIA CRISTINA LIRA DE SA BARRETO,Sexta-feira 08:00 às 11:50  , Auditório UED e UED AT 29/15,45h,40
4898,FCE0402,TECNOLOGIA APLICADA À FARMÁCIA,,LIVIA CRISTINA LIRA DE SA BARRETO,Sexta-feira 08:00 às 09:50Sexta-feira 14:00 às 15:50  , Auditório UED e UED AT 29/15,45h,40
4899,FCE0406,TECNOLOGIA DE COSMÉTICOS APLICADA A FARMÁCIA,,ELTON CLEMENTINO DA SILVA,Terça-feira 14:00 às 15:50  , UED AT 29/15,30h,20
4900,FCE0409,ESTÁGIO SUPERVISIONADO 1,,CAMILA ALVES AREDA,Segunda-feira 08:00 às 12:55Terça-feira 08:00 às 12:55Quarta-feira 08:00 às 12:55Quinta-feira 08:00 às 12:55Sexta-feira 08:00 às 11:50  , A DEFINIR,20h,45
4901,FCE0409,ESTÁGIO SUPERVISIONADO 1,,DAYANI GALATO,Segunda-feira 08:00 às 12:55Terça-feira 08:00 às 12:55Quarta-feira 08:00 às 12:55Quinta-feira 08:00 às 12:55Sexta-feira 08:00 às 11:50  , A DEFINIR,30h,45
4902,FCE0409,ESTÁGIO SUPERVISIONADO 1,,RINALDO EDUARDO MACHADO DE OLIVEIRA,Segunda-feira 08:00 às 12:55Terça-feira 08:00 às 12:55Quarta-feira 08:00 às 12:55Quinta-feira 08:00 às 12:55Sexta-feira 08:00 às 11:50  , A DEFINIR,30h,45
4903,FCE0409,ESTÁGIO SUPERVISIONADO 1,,MARGO GOMES DE OLIVEIRA KARNIKOWSKI,Segunda-feira 08:00 às 12:55Terça-feira 08:00 às 12:55Quarta-feira 08:00 às 12:55Quinta-feira 08:00 às 12:55Sexta-feira 08:00 às 11:50  , A DEFINIR,10h,45
4904,FCE0409,ESTÁGIO SUPERVISIONADO 1,,EMILIA VITORIA DA SILVA,Segunda-feira 08:00 às 12:55Terça-feira 08:00 às 12:55Quarta-feira 08:00 às 12:55Quinta-feira 08:00 às 12:55Sexta-feira 08:00 às 11:50  , A DEFINIR,30h,45
4905,FCE0409,ESTÁGIO SUPERVISIONADO 1,,CAMILA ALVES AREDA,Segunda-feira 14:00 às 18:55Terça-feira 14:00 às 18:55Quarta-feira 14:00 às 18:55Quinta-feira 14:00 às 18:55Sexta-feira 14:00 às 17:50  , A DEFINIR,20h,45
4906,FCE0409,ESTÁGIO SUPERVISIONADO 1,,RINALDO EDUARDO MACHADO DE OLIVEIRA,Segunda-feira 14:00 às 18:55Terça-feira 14:00 às 18:55Quarta-feira 14:00 às 18:55Quinta-feira 14:00 às 18:55Sexta-feira 14:00 às 17:50  , A DEFINIR,30h,45
4907,FCE0409,ESTÁGIO SUPERVISIONADO 1,,MARGO GOMES DE OLIVEIRA KARNIKOWSKI,Segunda-feira 14:00 às 18:55Terça-feira 14:00 às 18:55Quarta-feira 14:00 às 18:55Quinta-feira 14:00 às 18:55Sexta-feira 14:00 às 17:50  , A DEFINIR,10h,45
4908,FCE0409,ESTÁGIO SUPERVISIONADO 1,,EMILIA VITORIA DA SILVA,Segunda-feira 14:00 às 18:55Terça-feira 14:00 às 18:55Quarta-feira 14:00 às 18:55Quinta-feira 14:00 às 18:55Sexta-feira 14:00 às 17:50  , A DEFINIR,30h,45
4909,FCE0409,ESTÁGIO SUPERVISIONADO 1,,DAYANI GALATO,Segunda-feira 14:00 às 18:55Terça-feira 14:00 às 18:55Quarta-feira 14:00 às 18:55Quinta-feira 14:00 às 18:55Sexta-feira 14:00 às 17:50  , A DEFINIR,30h,45
4910,FCE0409,ESTÁGIO SUPERVISIONADO 1,,MARGO GOMES DE OLIVEIRA KARNIKOWSKI,Segunda-feira 18:00 às 22:30Terça-feira 18:00 às 22:30Quarta-feira 18:00 às 22:30Quinta-feira 18:00 às 22:30Sexta-feira 18:00 às 21:40  , A DEFINIR,10h,45
4911,FCE0409,ESTÁGIO SUPERVISIONADO 1,,DAYANI GALATO,Segunda-feira 18:00 às 22:30Terça-feira 18:00 às 22:30Quarta-feira 18:00 às 22:30Quinta-feira 18:00 às 22:30Sexta-feira 18:00 às 21:40  , A DEFINIR,30h,45
4912,FCE0409,ESTÁGIO SUPERVISIONADO 1,,CAMILA ALVES AREDA,Segunda-feira 18:00 às 22:30Terça-feira 18:00 às 22:30Quarta-feira 18:00 às 22:30Quinta-feira 18:00 às 22:30Sexta-feira 18:00 às 21:40  , A DEFINIR,20h,45
4913,FCE0409,ESTÁGIO SUPERVISIONADO 1,,RINALDO EDUARDO MACHADO DE OLIVEIRA,Segunda-feira 18:00 às 22:30Terça-feira 18:00 às 22:30Quarta-feira 18:00 às 22:30Quinta-feira 18:00 às 22:30Sexta-feira 18:00 às 21:40  , A DEFINIR,30h,45
4914,FCE0409,ESTÁGIO SUPERVISIONADO 1,,EMILIA VITORIA DA SILVA,Segunda-feira 18:00 às 22:30Terça-feira 18:00 às 22:30Quarta-feira 18:00 às 22:30Quinta-feira 18:00 às 22:30Sexta-feira 18:00 às 21:40  , A DEFINIR,30h,45
4915,FCE0410,TRABALHO DE CONCLUSÃO DE CURSO EM FARMÁCIA 1,,IZABEL CRISTINA RODRIGUES DA SILVA,Sábado 10:00 às 11:50  , UAC A1 48/20,30h,45
4916,FCE0412,ESTÁGIO SUPERVISIONADO 2,,EMILIA VITORIA DA SILVA,Segunda-feira 08:00 às 12:55Terça-feira 08:00 às 12:55Quarta-feira 08:00 às 12:55Quinta-feira 08:00 às 12:55Sexta-feira 08:00 às 11:50  , A DEFINIR,15h,45
4917,FCE0412,ESTÁGIO SUPERVISIONADO 2,,MARGO GOMES DE OLIVEIRA KARNIKOWSKI,Segunda-feira 08:00 às 12:55Terça-feira 08:00 às 12:55Quarta-feira 08:00 às 12:55Quinta-feira 08:00 às 12:55Sexta-feira 08:00 às 11:50  , A DEFINIR,15h,45
4918,FCE0412,ESTÁGIO SUPERVISIONADO 2,,CAMILA ALVES AREDA,Segunda-feira 08:00 às 12:55Terça-feira 08:00 às 12:55Quarta-feira 08:00 às 12:55Quinta-feira 08:00 às 12:55Sexta-feira 08:00 às 11:50  , A DEFINIR,5h,45
4919,FCE0412,ESTÁGIO SUPERVISIONADO 2,,VIVIAN DA SILVA SANTOS,Segunda-feira 08:00 às 12:55Terça-feira 08:00 às 12:55Quarta-feira 08:00 às 12:55Quinta-feira 08:00 às 12:55Sexta-feira 08:00 às 11:50  , A DEFINIR,15h,45
4920,FCE0412,ESTÁGIO SUPERVISIONADO 2,,EDUARDO ANTONIO FERREIRA,Segunda-feira 08:00 às 12:55Terça-feira 08:00 às 12:55Quarta-feira 08:00 às 12:55Quinta-feira 08:00 às 12:55Sexta-feira 08:00 às 11:50  , A DEFINIR,45h,45
4921,FCE0412,ESTÁGIO SUPERVISIONADO 2,,RINALDO EDUARDO MACHADO DE OLIVEIRA,Segunda-feira 08:00 às 12:55Terça-feira 08:00 às 12:55Quarta-feira 08:00 às 12:55Quinta-feira 08:00 às 12:55Sexta-feira 08:00 às 11:50  , A DEFINIR,30h,45
4922,FCE0412,ESTÁGIO SUPERVISIONADO 2,,THAIS ALVES DA COSTA LAMOUNIER,Segunda-feira 08:00 às 12:55Terça-feira 08:00 às 12:55Quarta-feira 08:00 às 12:55Quinta-feira 08:00 às 12:55Sexta-feira 08:00 às 11:50  , A DEFINIR,15h,45
4923,FCE0412,ESTÁGIO SUPERVISIONADO 2,,DAYANI GALATO,Segunda-feira 08:00 às 12:55Terça-feira 08:00 às 12:55Quarta-feira 08:00 às 12:55Quinta-feira 08:00 às 12:55Sexta-feira 08:00 às 11:50  , A DEFINIR,15h,45
4924,FCE0412,ESTÁGIO SUPERVISIONADO 2,,VIVIAN DA SILVA SANTOS,Segunda-feira 12:55 às 17:50Terça-feira 12:55 às 17:50Quarta-feira 12:55 às 17:50Quinta-feira 12:55 às 17:50Sexta-feira 12:55 às 16:55  , A DEFINIR,15h,45
4925,FCE0412,ESTÁGIO SUPERVISIONADO 2,,MARGO GOMES DE OLIVEIRA KARNIKOWSKI,Segunda-feira 12:55 às 17:50Terça-feira 12:55 às 17:50Quarta-feira 12:55 às 17:50Quinta-feira 12:55 às 17:50Sexta-feira 12:55 às 16:55  , A DEFINIR,15h,45
4926,FCE0412,ESTÁGIO SUPERVISIONADO 2,,DAYANI GALATO,Segunda-feira 12:55 às 17:50Terça-feira 12:55 às 17:50Quarta-feira 12:55 às 17:50Quinta-feira 12:55 às 17:50Sexta-feira 12:55 às 16:55  , A DEFINIR,15h,45
4927,FCE0412,ESTÁGIO SUPERVISIONADO 2,,THAIS ALVES DA COSTA LAMOUNIER,Segunda-feira 12:55 às 17:50Terça-feira 12:55 às 17:50Quarta-feira 12:55 às 17:50Quinta-feira 12:55 às 17:50Sexta-feira 12:55 às 16:55  , A DEFINIR,15h,45
4928,FCE0412,ESTÁGIO SUPERVISIONADO 2,,EMILIA VITORIA DA SILVA,Segunda-feira 12:55 às 17:50Terça-feira 12:55 às 17:50Quarta-feira 12:55 às 17:50Quinta-feira 12:55 às 17:50Sexta-feira 12:55 às 16:55  , A DEFINIR,15h,45
4929,FCE0412,ESTÁGIO SUPERVISIONADO 2,,RINALDO EDUARDO MACHADO DE OLIVEIRA,Segunda-feira 12:55 às 17:50Terça-feira 12:55 às 17:50Quarta-feira 12:55 às 17:50Quinta-feira 12:55 às 17:50Sexta-feira 12:55 às 16:55  , A DEFINIR,30h,45
4930,FCE0412,ESTÁGIO SUPERVISIONADO 2,,CAMILA ALVES AREDA,Segunda-feira 12:55 às 17:50Terça-feira 12:55 às 17:50Quarta-feira 12:55 às 17:50Quinta-feira 12:55 às 17:50Sexta-feira 12:55 às 16:55  , A DEFINIR,10h,45
4931,FCE0412,ESTÁGIO SUPERVISIONADO 2,,EDUARDO ANTONIO FERREIRA,Segunda-feira 12:55 às 17:50Terça-feira 12:55 às 17:50Quarta-feira 12:55 às 17:50Quinta-feira 12:55 às 17:50Sexta-feira 12:55 às 16:55  , A DEFINIR,45h,45
4932,FCE0432,TUTORIA 1,,CORINA ELIZABETH SATLER,Quinta-feira 12:00 às 13:50  , AT – 48/40,30h,40
4933,FCE0443,CUIDADO INTEGRAL À SAÚDE DA MULHER,,JULIANA MACHADO SCHARDOSIM,Segunda-feira 08:00 às 11:50  , A1 48/53,30h,50
4934,FCE0443,CUIDADO INTEGRAL À SAÚDE DA MULHER,,ALECSSANDRA DE FATIMA SILVA VIDUEDO,Segunda-feira 08:00 às 11:50  , A1 48/53,30h,50
4935,FCE0444,PRÁTICAS SUPERVISIONADAS EM ENFERMAGEM 5 NA SAÚDE DA MULHER,,JULIANA MACHADO SCHARDOSIM,Terça-feira 08:55 às 10:55  , Laboratório de Enfermagem /HRC/CS,15h,5
4936,FCE0444,PRÁTICAS SUPERVISIONADAS EM ENFERMAGEM 5 NA SAÚDE DA MULHER,,ALECSSANDRA DE FATIMA SILVA VIDUEDO,Terça-feira 08:55 às 10:55  , Laboratório de Enfermagem /HRC/CS,15h,5
4937,FCE0444,PRÁTICAS SUPERVISIONADAS EM ENFERMAGEM 5 NA SAÚDE DA MULHER,,ALECSSANDRA DE FATIMA SILVA VIDUEDO,Terça-feira 08:55 às 10:55  , Laboratório Enfermagem/HRC/CS,15h,5
4938,FCE0444,PRÁTICAS SUPERVISIONADAS EM ENFERMAGEM 5 NA SAÚDE DA MULHER,,JULIANA MACHADO SCHARDOSIM,Terça-feira 08:55 às 10:55  , Laboratório Enfermagem/HRC/CS,15h,5
4939,FCE0444,PRÁTICAS SUPERVISIONADAS EM ENFERMAGEM 5 NA SAÚDE DA MULHER,,JULIANA MACHADO SCHARDOSIM,Terça-feira 08:55 às 10:55  , Laboratório de Enfermagem /HRC/CS,15h,5
4940,FCE0444,PRÁTICAS SUPERVISIONADAS EM ENFERMAGEM 5 NA SAÚDE DA MULHER,,ALECSSANDRA DE FATIMA SILVA VIDUEDO,Terça-feira 08:55 às 10:55  , Laboratório de Enfermagem /HRC/CS,15h,5
4941,FCE0444,PRÁTICAS SUPERVISIONADAS EM ENFERMAGEM 5 NA SAÚDE DA MULHER,,JULIANA MACHADO SCHARDOSIM,Quarta-feira 08:55 às 10:55  , Laboratório de Enfermagem /HRC/CS,15h,5
4942,FCE0444,PRÁTICAS SUPERVISIONADAS EM ENFERMAGEM 5 NA SAÚDE DA MULHER,,ALECSSANDRA DE FATIMA SILVA VIDUEDO,Quarta-feira 08:55 às 10:55  , Laboratório de Enfermagem /HRC/CS,15h,5
4943,FCE0444,PRÁTICAS SUPERVISIONADAS EM ENFERMAGEM 5 NA SAÚDE DA MULHER,,JULIANA MACHADO SCHARDOSIM,Quarta-feira 08:55 às 10:55  , Laboratório de Enfermagem /HRC/CS,15h,5
4944,FCE0444,PRÁTICAS SUPERVISIONADAS EM ENFERMAGEM 5 NA SAÚDE DA MULHER,,ALECSSANDRA DE FATIMA SILVA VIDUEDO,Quarta-feira 08:55 às 10:55  , Laboratório de Enfermagem /HRC/CS,15h,5
4945,FCE0444,PRÁTICAS SUPERVISIONADAS EM ENFERMAGEM 5 NA SAÚDE DA MULHER,,ALECSSANDRA DE FATIMA SILVA VIDUEDO,Quarta-feira 08:55 às 10:55  , Laboratório de Enfermagem /HRC/CS,15h,5
4946,FCE0444,PRÁTICAS SUPERVISIONADAS EM ENFERMAGEM 5 NA SAÚDE DA MULHER,,JULIANA MACHADO SCHARDOSIM,Quarta-feira 08:55 às 10:55  , Laboratório de Enfermagem /HRC/CS,15h,5
4947,FCE0444,PRÁTICAS SUPERVISIONADAS EM ENFERMAGEM 5 NA SAÚDE DA MULHER,,ALECSSANDRA DE FATIMA SILVA VIDUEDO,Quarta-feira 08:55 às 10:55  , Laboratório Enfermagem /HRC/CS,15h,5
4948,FCE0444,PRÁTICAS SUPERVISIONADAS EM ENFERMAGEM 5 NA SAÚDE DA MULHER,,JULIANA MACHADO SCHARDOSIM,Quarta-feira 08:55 às 10:55  , Laboratório Enfermagem /HRC/CS,15h,5
4949,FCE0445,PRÁTICAS SUPERVISIONADAS EM ENFERMAGEM 5 NA SAÚDE DA CRIANÇA E ADOLESCENTE,,LAIANE MEDEIROS RIBEIRO,Quinta-feira 08:55 às 10:55  , Laboratório Enfermagem/HRC,15h,6
4950,FCE0445,PRÁTICAS SUPERVISIONADAS EM ENFERMAGEM 5 NA SAÚDE DA CRIANÇA E ADOLESCENTE,,CASANDRA GENOVEVA ROSALES MARTINS PONCE DE LEON,Quinta-feira 08:55 às 10:55  , Laboratório Enfermagem/HRC,15h,6
